#filename;path;UPC;CATEGORY;DEPARTMENT;KEYWORDS;dimensions;shrink;price;sales
BeerPack_74mugc_Var01;Assets/ModernSupermarket/Models/Props/Products/BeerPack_74mugc/BeerPack_74mugc_Var01.fbx;260603377383;81;none;beerpack;(15.14, 15.50, 9.40);570.2128;37.84;1669.378;
BeerPack_74mugc_Var02;Assets/ModernSupermarket/Models/Props/Products/BeerPack_74mugc/BeerPack_74mugc_Var02.fbx;224711505817;81;none;beerpack;(15.14, 15.50, 9.40);333.9197;32.39;9098.612;

Bleach_c6nm2t;Assets/ModernSupermarket/Models/Props/Products/Bleach_c6nm2t/Bleach_c6nm2t.fbx;363021521455;56;Household_Essentials;bleach;(25.95, 38.56, 13.13);30.715;26.21;9385.998;
Bleach_c6nm2t_Pack01;Assets/ModernSupermarket/Models/Props/Products/Bleach_c6nm2t/Bleach_c6nm2t_Pack01.fbx;656472272531;35;Household_Essentials;bleach;(90.15, 38.56, 31.44);721.6028;19.06;7019.604;

Bleach_irrpnt;Assets/ModernSupermarket/Models/Props/Products/Bleach_irrpnt/Bleach_irrpnt.fbx;317468736774;32;Household_Essentials;bleach;(11.94, 32.36, 12.25);581.3762;25.05;1999.911;
Bleach_irrpnt_Pack01;Assets/ModernSupermarket/Models/Props/Products/Bleach_irrpnt/Bleach_irrpnt_Pack01.fbx;370861568056;64;Household_Essentials;bleach;(94.65, 32.36, 28.20);454.1448;31.61;9664.317;
Bleach_irrpnt_Pack02;Assets/ModernSupermarket/Models/Props/Products/Bleach_irrpnt/Bleach_irrpnt_Pack02.fbx;312007368830;47;Household_Essentials;bleach;(94.41, 32.36, 29.08);872.9642;13.61;344.4493;

Bleach_irrpnt_Var01;Assets/ModernSupermarket/Models/Props/Products/Bleach_irrpnt/Bleach_irrpnt_Var01.fbx;422115563220;92;Household_Essentials;bleach;(11.94, 32.36, 12.25);683.5313;38.15;6647.799;

Bleach_irrpnt_Var02;Assets/ModernSupermarket/Models/Props/Products/Bleach_irrpnt/Bleach_irrpnt_Var02.fbx;722125000744;65;Household_Essentials;bleach;(11.94, 32.36, 12.25);76.4434;17.2;6128.059;
Butter_5ttny6;Assets/ModernSupermarket/Models/Props/Products/Butter_5ttny6/Butter_5ttny6.fbx;883033860233;24;none;butter;(12.03, 3.61, 6.99);790.301;30.36;5922.481;
Butter_5ttny6_Pack01;Assets/ModernSupermarket/Models/Props/Products/Butter_5ttny6/Butter_5ttny6_Pack01.fbx;367030056661;55;none;butter;(51.25, 7.23, 16.40);450.7427;21.91;1270.487;
Cake_a3h87k;Assets/ModernSupermarket/Models/Props/Products/Cake_a3h87k/Cake_a3h87k.fbx;001808082348;90;none;cake;(13.09, 19.25, 5.10);172.7937;34.31;1611.121;
Cake_a3h87k_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cake_a3h87k/Cake_a3h87k_Pack01.fbx;125431334542;40;none;cake;(100.64, 18.10, 20.01);851.5969;11.82;6973.14;
Cake_a3h87k_Var01;Assets/ModernSupermarket/Models/Props/Products/Cake_a3h87k/Cake_a3h87k_Var01.fbx;360163636420;53;none;cake;(13.09, 19.25, 5.10);581.9409;39.17;8493.732;
Cake_a3h87k_Var02;Assets/ModernSupermarket/Models/Props/Products/Cake_a3h87k/Cake_a3h87k_Var02.fbx;680481287466;67;none;cake;(13.09, 19.25, 5.10);296.6062;4.73;933.7103;
Cake_p6lebj;Assets/ModernSupermarket/Models/Props/Products/Cake_p6lebj/Cake_p6lebj.fbx;241726464865;62;none;cake;(21.91, 10.88, 6.20);401.4526;17.84;1432.657;
Cake_p6lebj_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cake_p6lebj/Cake_p6lebj_Pack01.fbx;155433151758;55;none;cake;(115.23, 10.88, 23.73);355.0379;34.72;5766.305;
Cake_p6lebj_Var01;Assets/ModernSupermarket/Models/Props/Products/Cake_p6lebj/Cake_p6lebj_Var01.fbx;872741010573;93;none;cake;(21.91, 10.88, 6.20);709.1135;33;874.8269;
Cake_p6lebj_Var02;Assets/ModernSupermarket/Models/Props/Products/Cake_p6lebj/Cake_p6lebj_Var02.fbx;107710787405;41;none;cake;(21.91, 10.88, 6.20);402.5065;7.13;2892.789;
CandyPack_qkmq5d;Assets/ModernSupermarket/Models/Props/Products/CandyPack_qkmq5d/CandyPack_qkmq5d.fbx;583633252672;35;none;candypack;(16.00, 20.29, 4.11);39.7255;37.01;8855.836;
CandyPack_qkmq5d_Pack01;Assets/ModernSupermarket/Models/Props/Products/CandyPack_qkmq5d/CandyPack_qkmq5d_Pack01.fbx;324186314750;32;none;candypack;(71.94, 18.37, 27.97);867.6367;21.29;5052.514;
CandyPack_qkmq5d_Var01;Assets/ModernSupermarket/Models/Props/Products/CandyPack_qkmq5d/CandyPack_qkmq5d_Var01.fbx;345303563477;77;none;candypack;(16.00, 20.29, 4.11);773.6364;7.1;6288.441;
CansPack_f98qxo;Assets/ModernSupermarket/Models/Props/Products/CansPack_f98qxo/CansPack_f98qxo.fbx;050566166688;26;none;canspack;(14.66, 11.01, 21.42);804.8287;32.15;1874.062;
CansPack_f98qxo_Pack01;Assets/ModernSupermarket/Models/Props/Products/CansPack_f98qxo/CansPack_f98qxo_Pack01.fbx;138250252546;74;none;canspack;(72.83, 22.23, 34.60);678.2883;19.41;3080.848;
CansPack_f98qxo_Pack02;Assets/ModernSupermarket/Models/Props/Products/CansPack_f98qxo/CansPack_f98qxo_Pack02.fbx;780630814555;73;none;canspack;(98.13, 22.23, 33.56);689.4096;9.1;4790.111;
CansPack_f98qxo_Var01;Assets/ModernSupermarket/Models/Props/Products/CansPack_f98qxo/CansPack_f98qxo_Var01.fbx;215321580631;90;none;canspack;(14.66, 11.01, 21.42);686.3595;30.48;6757.626;
CansPack_f98qxo_Var02;Assets/ModernSupermarket/Models/Props/Products/CansPack_f98qxo/CansPack_f98qxo_Var02.fbx;276218710654;28;none;canspack;(14.66, 11.01, 21.42);177.4186;38.3;965.7585;
Capsule_dchvzi;Assets/ModernSupermarket/Models/Props/Products/Capsule_dchvzi/Capsule_dchvzi.fbx;065115300443;68;none;capsule;(29.31, 31.87, 9.03);779.4828;5.1;560.584;
Capsule_dchvzi_Pack01;Assets/ModernSupermarket/Models/Props/Products/Capsule_dchvzi/Capsule_dchvzi_Pack01.fbx;200612400128;61;none;capsule;(95.32, 31.87, 28.40);241.8649;35.21;2498.951;
Capsule_rk7lsf;Assets/ModernSupermarket/Models/Props/Products/Capsule_rk7lsf/Capsule_rk7lsf.fbx;625748071431;96;none;capsule;(30.83, 19.97, 18.86);152.4714;35.62;7035.115;
Capsule_rk7lsf_Pack01;Assets/ModernSupermarket/Models/Props/Products/Capsule_rk7lsf/Capsule_rk7lsf_Pack01.fbx;385338174670;94;none;capsule;(96.31, 40.09, 40.98);100.0965;8.61;6310.168;
Capsule_xrahaz;Assets/ModernSupermarket/Models/Props/Products/Capsule_xrahaz/Capsule_xrahaz.fbx;700854668044;79;none;capsule;(22.57, 28.78, 6.26);744.1037;30.25;6463.438;
Capsule_xrahaz_Pack01;Assets/ModernSupermarket/Models/Props/Products/Capsule_xrahaz/Capsule_xrahaz_Pack01.fbx;026843324104;60;none;capsule;(97.39, 28.78, 24.50);381.7602;19.39;3238.565;
Cereals_me9j99;Assets/ModernSupermarket/Models/Props/Products/Cereal_me9j99/Cereals_me9j99.fbx;032631886515;53;none;cereals;(19.20, 28.06, 6.11);105.8531;16.7;2980.468;
Cereals_me9j99_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cereal_me9j99/Cereals_me9j99_Pack01.fbx;045202703158;98;none;cereals;(188.06, 28.06, 26.17);367.7845;9.54;9564.924;
Cereals_me9j99_Var01;Assets/ModernSupermarket/Models/Props/Products/Cereal_me9j99/Cereals_me9j99_Var01.fbx;778138324186;95;none;cereals;(19.20, 28.06, 6.11);175.2416;28.72;8054.761;
Cereals_me9j99_Var02;Assets/ModernSupermarket/Models/Props/Products/Cereal_me9j99/Cereals_me9j99_Var02.fbx;800332300711;50;none;cereals;(19.20, 28.06, 6.11);225.8481;27.02;986.2661;
Cheese_bn26cq;Assets/ModernSupermarket/Models/Props/Products/Cheese_bn26cq/Cheese_bn26cq.fbx;002018750048;81;none;cheese;(12.97, 3.11, 18.65);871.6428;19.46;4089.816;
Cheese_bn26cq_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cheese_bn26cq/Cheese_bn26cq_Pack01.fbx;251145115253;74;none;cheese;(60.19, 17.31, 24.76);706.5226;31.33;2309.11;
Cheese_bn26cq_Var01;Assets/ModernSupermarket/Models/Props/Products/Cheese_bn26cq/Cheese_bn26cq_Var01.fbx;507338404532;70;none;cheese;(12.97, 3.11, 18.65);566.9821;5.49;7682.586;
Cheese_bn26cq_Var02;Assets/ModernSupermarket/Models/Props/Products/Cheese_bn26cq/Cheese_bn26cq_Var02.fbx;383223183657;84;none;cheese;(12.97, 3.11, 18.65);584.8149;12.9;8691.04;
Cheese_dx1ygk;Assets/ModernSupermarket/Models/Props/Products/Cheese_dx1ygk/Cheese_dx1ygk.fbx;813363664566;63;none;cheese;(15.49, 4.07, 16.64);116.331;5.94;6619.066;
Cheese_dx1ygk_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cheese_dx1ygk/Cheese_dx1ygk_Pack01.fbx;757554502355;33;none;cheese;(48.44, 14.52, 26.56);66.0653;39.81;436.1236;
Cheese_ipc281;Assets/ModernSupermarket/Models/Props/Products/Cheese_ipc281/Cheese_ipc281.fbx;284465500133;82;none;cheese;(11.92, 15.87, 6.29);230.207;24.15;6443.004;
Cheese_ipc281_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cheese_ipc281/Cheese_ipc281_Pack01.fbx;637566072576;70;none;cheese;(43.19, 15.87, 21.56);525.6137;24.71;9529.322;
Cheese_ipc281_Var01;Assets/ModernSupermarket/Models/Props/Products/Cheese_ipc281/Cheese_ipc281_Var01.fbx;756027387715;47;none;cheese;(11.92, 15.87, 6.29);103.0853;24.03;713.222;
Chicken_ozj6pn;Assets/ModernSupermarket/Models/Props/Products/Chicken_ozj6pn/Chicken_ozj6pn.fbx;435401704512;78;none;chicken;(35.02, 16.77, 24.30);324.3551;39.8;432.5056;
Chicken_ozj6pn_Pack01;Assets/ModernSupermarket/Models/Props/Products/Chicken_ozj6pn/Chicken_ozj6pn_Pack01.fbx;026147835181;60;none;chicken;(179.64, 16.77, 38.50);144.6998;36.36;8846.621;
Chips_w4tja8;Assets/ModernSupermarket/Models/Props/Products/Chips_w4tja8/Chips_w4tja8.fbx;062712506020;57;none;chips;(16.37, 27.94, 7.95);534.6896;39.16;247.2937;
Chips_w4tja8_Pack01;Assets/ModernSupermarket/Models/Props/Products/Chips_w4tja8/Chips_w4tja8_Pack01.fbx;347123420282;84;none;chips;(1.96, 0.27, 0.31);125.2254;38.24;6058.751;
Chips_w4tja8_Var01;Assets/ModernSupermarket/Models/Props/Products/Chips_w4tja8/Chips_w4tja8_Var01.fbx;736857226776;97;none;chips;(15.74, 27.22, 7.17);580.4866;9.27;2914.175;
Chips_w4tja8_Var02;Assets/ModernSupermarket/Models/Props/Products/Chips_w4tja8/Chips_w4tja8_Var02.fbx;310531024246;54;none;chips;(15.74, 27.22, 7.17);828.0548;24.66;2413.646;
ChocolateBox_b94wj0;Assets/ModernSupermarket/Models/Props/Products/ChocolateBox_b94wj0/ChocolateBox_b94wj0.fbx;484620534563;43;none;chocolatebox;(20.84, 2.07, 20.84);861.2148;24.06;8671.896;
ChocolateBox_b94wj0_Pack01;Assets/ModernSupermarket/Models/Props/Products/ChocolateBox_b94wj0/ChocolateBox_b94wj0_Pack01.fbx;723681050241;72;none;chocolatebox;(116.22, 20.51, 22.70);753.4493;16.41;8887.351;
ChocolateBox_b94wj0_Var01;Assets/ModernSupermarket/Models/Props/Products/ChocolateBox_b94wj0/ChocolateBox_b94wj0_Var01.fbx;323675028241;49;none;chocolatebox;(20.84, 2.07, 20.84);861.439;27.78;8927.529;
ChocolatePowder_yqoigt;Assets/ModernSupermarket/Models/Props/Products/ChocolatePowder_yqoigt/ChocolatePowder_yqoigt.fbx;504328062065;24;none;chocolatepowder;(16.43, 14.11, 5.72);934.9651;5.54;7335.943;
ChocolatePowder_yqoigt_Pack01;Assets/ModernSupermarket/Models/Props/Products/ChocolatePowder_yqoigt/ChocolatePowder_yqoigt_Pack01.fbx;382578270863;75;none;chocolatepowder;(55.17, 14.11, 21.58);736.0809;13.27;3829.346;
ChocolateSpread_xhkyij;Assets/ModernSupermarket/Models/Props/Products/ChocolateSpread_xhkyij/ChocolateSpread_xhkyij.fbx;756646143423;38;none;chocolatespread;(9.09, 13.33, 6.19);860.9044;31.06;8386.69;
ChocolateSpread_xhkyij_Pack01;Assets/ModernSupermarket/Models/Props/Products/ChocolateSpread_xhkyij/ChocolateSpread_xhkyij_Pack01.fbx;510742770703;60;none;chocolatespread;(43.02, 11.08, 23.62);162.6171;34.82;7605.043;
ChocolateSpread_xhkyij_Var01;Assets/ModernSupermarket/Models/Props/Products/ChocolateSpread_xhkyij/ChocolateSpread_xhkyij_Var01.fbx;664410584861;67;none;chocolatespread;(9.09, 13.33, 6.19);907.178;4.28;98.809;
ChocolateSpread_xhkyij_Var02;Assets/ModernSupermarket/Models/Props/Products/ChocolateSpread_xhkyij/ChocolateSpread_xhkyij_Var02.fbx;634633568204;33;none;chocolatespread;(9.09, 13.33, 6.19);912.2443;33.2;2503.352;

Cleanser_7dsib5;Assets/ModernSupermarket/Models/Props/Products/Cleanser_7dsib5/Cleanser_7dsib5.fbx;156530807088;76;Household_Essentials;cleanser;(25.87, 4.82, 12.30);344.853;6.64;8117.447;
Cleanser_7dsib5_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cleanser_7dsib5/Cleanser_7dsib5_Pack01.fbx;104312527507;31;Household_Essentials;cleanser;(88.83, 18.14, 32.96);424.5316;10.14;4836.88;
Cleanser_o964qg;Assets/ModernSupermarket/Models/Props/Products/Cleanser_o964qg/Cleanser_o964qg.fbx;813548420540;64;Household_Essentials;cleanser;(13.22, 31.90, 4.92);801.423;23.19;7374.47;
Cleanser_o964qg_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cleanser_o964qg/Cleanser_o964qg_Pack01.fbx;702675122218;60;Household_Essentials;cleanser;(54.69, 31.90, 23.37);615.3266;22.94;5781.986;
Cleanser_o964qg_Var01;Assets/ModernSupermarket/Models/Props/Products/Cleanser_o964qg/Cleanser_o964qg_Var01.fbx;631484134816;53;Household_Essentials;cleanser;(13.22, 31.90, 4.92);592.6631;20.62;6450.127;
Cleanser_o964qg_Var02;Assets/ModernSupermarket/Models/Props/Products/Cleanser_o964qg/Cleanser_o964qg_Var02.fbx;555554535372;50;Household_Essentials;cleanser;(13.22, 31.90, 4.92);635.9647;8.64;7399.538;
Coffee_5uj6zk;Assets/ModernSupermarket/Models/Props/Products/Coffee_5uj6zk/Coffee_5uj6zk.fbx;222757067687;75;none;coffee;(14.46, 24.45, 7.38);385.2682;6.49;2848.726;
Coffee_5uj6zk_Pack01;Assets/ModernSupermarket/Models/Props/Products/Coffee_5uj6zk/Coffee_5uj6zk_Pack01.fbx;304377704735;61;none;coffee;(180.58, 24.45, 29.15);727.6924;7.25;421.7017;
Coffee_5uj6zk_Var01;Assets/ModernSupermarket/Models/Props/Products/Coffee_5uj6zk/Coffee_5uj6zk_Var01.fbx;232862748808;60;none;coffee;(14.46, 24.45, 7.38);353.156;13.01;9699.238;
Coffee_5uj6zk_Var02;Assets/ModernSupermarket/Models/Props/Products/Coffee_5uj6zk/Coffee_5uj6zk_Var02.fbx;243346341845;78;none;coffee;(14.46, 24.45, 7.38);280.1254;39.12;8767.754;
CrabSticks_mu7h0i;Assets/ModernSupermarket/Models/Props/Products/CrabSticks_mu7h0i/CrabSticks_mu7h0i.fbx;712570716365;90;none;crabsticks;(9.96, 2.35, 17.83);157.8716;33.79;2488.753;
CrabSticks_mu7h0i_Pack01;Assets/ModernSupermarket/Models/Props/Products/CrabSticks_mu7h0i/CrabSticks_mu7h0i_Pack01.fbx;870245657068;64;none;crabsticks;(48.83, 10.60, 39.59);965.4484;19.25;4717.342;
Cream_jatl5h;Assets/ModernSupermarket/Models/Props/Products/Cream_jatl5h/Cream_jatl5h.fbx;325837314540;47;none;cream;(17.51, 9.59, 17.51);732.2087;6.15;5166.498;
Cream_jatl5h_Pack01;Assets/ModernSupermarket/Models/Props/Products/Cream_jatl5h/Cream_jatl5h_Pack01.fbx;858745671715;93;none;cream;(60.79, 19.22, 35.08);726.3538;21.27;1369.432;
Cream_jatl5h_Var01;Assets/ModernSupermarket/Models/Props/Products/Cream_jatl5h/Cream_jatl5h_Var01.fbx;657447664306;81;none;cream;(17.51, 9.59, 17.51);354.9184;15.04;4506.065;
Cream_jatl5h_Var02;Assets/ModernSupermarket/Models/Props/Products/Cream_jatl5h/Cream_jatl5h_Var02.fbx;121443821707;39;none;cream;(17.51, 9.59, 17.51);545.5843;32.5;8056.278;
EggBox4x_nbzek2;Assets/ModernSupermarket/Models/Props/Products/EggBox4x_nbzek2/EggBox4x_nbzek2.fbx;743031176865;97;none;eggbox4x;(12.04, 6.99, 12.15);294.6349;8.61;4114.06;
EggBox4x_nbzek2_Pack01;Assets/ModernSupermarket/Models/Props/Products/EggBox4x_nbzek2/EggBox4x_nbzek2_Pack01.fbx;675427018183;74;none;eggbox4x;(28.51, 14.02, 27.55);212.5834;25.33;2283.803;
EggBox8x_2zgq4h;Assets/ModernSupermarket/Models/Props/Products/EggBox8x_2zgq4h/EggBox8x_2zgq4h.fbx;004800651601;87;none;eggbox8x;(23.22, 6.99, 12.15);197.9498;36.46;7485.318;
Eggbox8x_2zgq4h_Pack01;Assets/ModernSupermarket/Models/Props/Products/EggBox8x_2zgq4h/Eggbox8x_2zgq4h_Pack01.fbx;533526282503;54;none;eggbox8x;(75.51, 14.02, 28.44);816.1329;8.35;7891.884;
EggBox12x_7zw3j2;Assets/ModernSupermarket/Models/Props/Products/EggBox12x_7zw3j2/EggBox12x_7zw3j2.fbx;127730442756;94;none;eggbox12x;(34.62, 6.99, 12.15);984.3307;30.36;5420.897;
Eggbox12x_7zw3j2_Pack01;Assets/ModernSupermarket/Models/Props/Products/EggBox12x_7zw3j2/Eggbox12x_7zw3j2_Pack01.fbx;524182236160;35;none;eggbox12x;(76.13, 21.05, 27.66);317.2574;16.01;3739.449;
Flour_ckgfmu;Assets/ModernSupermarket/Models/Props/Products/Flour_ckgfmu/Flour_ckgfmu.fbx;614273355326;70;none;flour;(17.89, 24.36, 11.64);529.6949;20.36;1500.374;
Flour_ckgfmu_Pack01;Assets/ModernSupermarket/Models/Props/Products/Flour_ckgfmu/Flour_ckgfmu_Pack01.fbx;555700286564;58;none;flour;(136.39, 24.65, 37.90);826.0322;3.13;8845.009;
Flour_ckgfmu_Var01;Assets/ModernSupermarket/Models/Props/Products/Flour_ckgfmu/Flour_ckgfmu_Var01.fbx;056151702687;43;none;flour;(17.89, 24.36, 11.64);244.4804;28.98;5942.289;
Flour_ckgfmu_Var02;Assets/ModernSupermarket/Models/Props/Products/Flour_ckgfmu/Flour_ckgfmu_Var02.fbx;075814530147;79;none;flour;(17.89, 24.36, 11.64);517.1403;39.23;6370.971;
FrozenBox_vhvpd4;Assets/ModernSupermarket/Models/Props/Products/FrozenBox_vhvpd4/FrozenBox_vhvpd4.fbx;831517357138;81;none;frozenbox;(28.66, 6.24, 19.61);619.3749;21.52;597.9705;
FrozenBox_vhvpd4_Pack01;Assets/ModernSupermarket/Models/Props/Products/FrozenBox_vhvpd4/FrozenBox_vhvpd4_Pack01.fbx;850843450187;62;none;frozenbox;(97.54, 19.61, 19.26);46.908;31.49;6600.928;
FrozenBox_vhvpd4_Pack02;Assets/ModernSupermarket/Models/Props/Products/FrozenBox_vhvpd4/FrozenBox_vhvpd4_Pack02.fbx;727614642086;63;none;frozenbox;(96.70, 19.61, 19.26);934.9429;16.81;1857.708;
FrozenBox_vhvpd4_Pack03;Assets/ModernSupermarket/Models/Props/Products/FrozenBox_vhvpd4/FrozenBox_vhvpd4_Pack03.fbx;621387408010;93;none;frozenbox;(94.92, 20.16, 43.86);153.7778;19.32;3104.252;
FrozenBox_vhvpd4_Pack04;Assets/ModernSupermarket/Models/Props/Products/FrozenBox_vhvpd4/FrozenBox_vhvpd4_Pack04.fbx;845352158634;68;none;frozenbox;(94.03, 20.16, 43.88);580.591;22.04;4647.919;
FrozenBox_vhvpd4_Var01;Assets/ModernSupermarket/Models/Props/Products/FrozenBox_vhvpd4/FrozenBox_vhvpd4_Var01.fbx;716406231480;79;none;frozenbox;(28.66, 6.24, 19.61);370.6719;9.41;8914.983;
FrozenBox_vhvpd4_Var02;Assets/ModernSupermarket/Models/Props/Products/FrozenBox_vhvpd4/FrozenBox_vhvpd4_Var02.fbx;271068145576;79;none;frozenbox;(28.66, 6.24, 19.61);596.8196;7.44;7432.486;
FrozenPack_t7wenh;Assets/ModernSupermarket/Models/Props/Products/FrozenPack_t7wenh/FrozenPack_t7wenh.fbx;051731724706;95;none;frozenpack;(25.00, 13.50, 7.00);417.382;27.85;2029.718;
FrozenPack_t7wenh_Pack01;Assets/ModernSupermarket/Models/Props/Products/FrozenPack_t7wenh/FrozenPack_t7wenh_Pack01.fbx;051587366387;67;none;frozenpack;(95.75, 13.50, 17.21);455.6349;31.69;9867.829;
FrozenPack_t7wenh_Pack02;Assets/ModernSupermarket/Models/Props/Products/FrozenPack_t7wenh/FrozenPack_t7wenh_Pack02.fbx;530810845548;84;none;frozenpack;(93.71, 13.50, 17.21);22.6497;30.97;396.0311;
FrozenPack_t7wenh_Var01;Assets/ModernSupermarket/Models/Props/Products/FrozenPack_t7wenh/FrozenPack_t7wenh_Var01.fbx;683235765835;90;none;frozenpack;(25.00, 13.50, 7.00);213.0414;18.19;4847.577;
FrozenPack_t7wenh_Var02;Assets/ModernSupermarket/Models/Props/Products/FrozenPack_t7wenh/FrozenPack_t7wenh_Var02.fbx;722733175483;47;none;frozenpack;(25.00, 13.50, 7.00);859.0399;11.68;3313.599;
FrozenPack_t7wenh_Var03;Assets/ModernSupermarket/Models/Props/Products/FrozenPack_t7wenh/FrozenPack_t7wenh_Var03.fbx;106173451876;30;none;frozenpack;(25.00, 13.50, 7.00);40.7064;18.44;6340.19;
